Codice Articolo,Descrizione Articolo,Inventario,Lob Associata,Lob Associata Cleaned,LOB Cleaning Decision,desc_token_count,desc_token_outlier
0505L022,MR16 RGB P4 CON RJ12 - NO LENTE,Inventario,24001,24001,unchanged,7,0
0505L028,MR16 BIANCO 6000°K 3X1W P4 12VDC NO LENT,Inventario,24001,24001,unchanged,9,0
0506A002,LENTE FOCUS -MR16 MEDIUM,Inventario,24001,24001,unchanged,4,0
0506A003,LENTE FOCUS-MR16 WIDE,Inventario,24001,24001,unchanged,4,0
0508B058,CONNETTORE 6 POLI MASCHIO RJ12,Inventario,24001,24001,unchanged,5,0
051-100374-01.P,STANDARD SUPPORT SVC PCS BLOCK-TIME SUPPORT,Non in inventario,3035,3035,unchanged,7,0
051-200030-01.P,File Starter Pack,Non in inventario,3035,3035,unchanged,3,0
051-200267-01.P,Storage Starter Pack,Inventario,3035,3035,unchanged,3,0
051-200630-01.P,Storage Starter Pack Lite,Inventario,3035,3035,unchanged,4,0
05135926001,"Kit utensili per Kraftform Kompakt W 1 Manutenzione Wera, 35 pezzi, Sì Custodia",Inventario,3004,3004,unchanged,13,0
05136000001,"Adattatore Wera, attacco Esagonale da 1/4 poll.",Inventario,99001,99001,unchanged,8,0
0514L059,ALIMENTANTORE 320W 12V MOD SP-320-12,Inventario,24001,24001,unchanged,7,0
0526-001,AXIS P1357,Inventario,2013,2013,unchanged,2,0
0528-001,TLC AXIS P1354-E,Inventario,2013,2013,unchanged,4,0
0530-001,AXIS P1357-E OUTDOOR,Inventario,2013,2013,unchanged,4,0
05-300-GR,PATCH CORD UTP CAT.5E MT.30 COLORE GRIRGIO,Inventario,1002,1002,unchanged,9,0
0533-001,AXIS P1214-E Miniature HDTV camera for discreet o,Inventario,2013,2013,unchanged,9,0
0536-001,"Compact, day/night fixed mini dome in a vandal-resistant cas",Inventario,2013,2013,unchanged,11,0
0540-001,"AXIS A1001 Network Door Controller is an open, non-proprieta",Inventario,2013,2013,unchanged,10,0
0541-002,16-CHANNEL VIDEO ENCODER DUAL STREAMING H.264 AND MOTION JPE,Inventario,2013,2013,unchanged,11,0
0551254-12,Cavo ottico 12 fibre Loose 50/125um OM4 antirodent LSZH int/ext CPR Cca,Inventario,1002,1002,unchanged,14,0
057G1-WW6919-T229,AUTOCAD LT 2015 COMMERCIAL NEW SLM Annual Desktop Subscripti,Inventario,3005,3005,unchanged,9,0
057I1-006845-L846,AutoCAD LT - rinnovo abbonamento 1 anno - supporto avanzato,Inventario,3005,3005,unchanged,8,0
057I1-009704-T385,Autodesk Subscription for Autocad LT RenewaL,Inventario,3005,3005,unchanged,6,0
057M1-WW6822-L783,AutoCAD LT 2021 Commercial New Single-user ELD Annual Subscription,Inventario,3005,3005,unchanged,10,0
057M1-WW7302-L221,AutoCAD LT 2021 Win/Mac - abbonamento 1 anno - nuova licenza - supporto avanzato,Inventario,3005,3005,unchanged,12,0
057O1-WW6525-L347,AutoCAD LT 2023 Win/Mac - abbonamento 1 anno - nuova licenza - supporto avanzato,Inventario,3005,3005,unchanged,12,0
057P1-WW6525-L347?NC,Autocad LT Annual subscription,Inventario,3005,3005,unchanged,4,0
06.7.007.00.00.002.3,Instant Fix Kit GlueArt 3.0 Instant Fix Kit (Pack),Inventario,4009,4009,unchanged,10,0
06000U00362,VERSATEK AL CC 3 PRESE UNEL + 1 USB.5V (A+C),Inventario,3004,3004,unchanged,11,0
0620-001,Compact and outdoor-ready HDTV camera for day and night surv,Inventario,2013,2013,unchanged,11,0
0625-001,"Compact and outdoor-ready HDTV camera for day ,IP66-rated",Inventario,2013,2013,unchanged,10,0
0637-001,Compact and outdoor-ready 4K Ultra HD camera for day and nig,Inventario,2013,2013,unchanged,12,0
06600,"SUPPORTO PLASMA DA TERRA SKREEN FLOOR FISSO, ANTR.SAT",Inventario,4008,4008,unchanged,9,0
0672-001,Tecnologia: IP Forma: PTZ Movimento: Si Day&Night: Si Sensor,Inventario,2013,2013,unchanged,10,0
0676-001,AXIS F1005-E Sensor Unit with a 12 meter cable to the main unit.,Inventario,2013,2013,unchanged,14,0
06M.MSTD,canalina di alimentazione 1u 6 prese multistandard + magnetotermico,Inventario,1006,1006,unchanged,8,0
06NX103551601,BOX VUOTO PER HDD IDE 3.5 P. OTB,Inventario,3004,3004,unchanged,9,0
07/08003-00,ETICHETTATRICE ELETTRONICA DYMO LM160,Inventario,1002,1002,unchanged,4,0
07079,asta Microfono con base tonda in lamiera Ø250mm,Inventario,4009,4009,unchanged,8,0
07080,Euromet asta microfono con base tonda in lamiera Ø270,Inventario,3004,3004,unchanged,9,0
07120-00-1,Bobina 12V P.11610-11721/31 CISA Destra,Inventario,3004,3004,unchanged,8,0
07120-00-2,Bobina 12V P.11610-11721/31 CISA Sinistra,Inventario,3004,3004,unchanged,8,0
0721396,PAGING TRASMITTERE,Inventario,2006,2006,unchanged,2,0
0751254-04,Cavo ottico 4 fibre Loose 50/125um OM4 antirodent LSZH int/ext CPR B2ca-s1a-d1-a1,Inventario,1002,1002,unchanged,17,0
0751254-08,Cavo ottico 8 fibre Loose 50/125um OM4 antirodent LSZH int/ext CPR B2ca-s1a-d1-a1,Inventario,1002,1002,unchanged,17,0
0751254-12,Cavo ottico 12 fibre Loose 50/125um OM4 antirodent LSZH int/ext CPR B2ca-s1a-d1-a1,Inventario,1002,1002,unchanged,17,0
0751254-24,Cavo ottico 24 fibre Loose 50/125um OM4 antirodent LSZH int/ext CPR B2ca-s1a-d1-a1,Inventario,1002,1002,unchanged,17,0
0751492632759,RAM 8 GB per NUC,Inventario,3004,3004,unchanged,5,0
0762-001,"""5MP resolution, day/night, fixed box camera providing AXIS",Inventario,2013,2013,unchanged,9,0
0777-001,P1435-LE OUTDOOR HDTV 3.5 ZOOM IR,Inventario,2013,2013,unchanged,8,0
0777-600,2 years extension of the warranty period,Non in inventario,2013,2013,unchanged,7,0
0778-001,AXIS F34 Main Unit,Inventario,2013,2013,unchanged,4,0
07796,RIPIANO IN LAM. RACK AREATO NP 1 HE RAL 9005,Inventario,4008,4008,unchanged,10,0
0783-001,"Outdoor thermal network camera for wall and ceiling mount,",Inventario,2013,2013,unchanged,9,0
07855,CAN MET/SEPARATORE,Inventario,1002,1002,unchanged,3,0
0786-001,"Outdoor thermal network camera for wall and ceiling mount,",Inventario,2013,2013,unchanged,9,0
0787-001,AXIS Q1941-E 13MM 30 FPS,Inventario,2013,2013,unchanged,6,0
0791256-04,Cavo ottico 4 fibre Loose 9/125um OS2 antirodent LSZH int/ext CPR B2ca-s1a-d1-a1,Inventario,1002,1002,unchanged,17,0
0791256-08,Cavo ottico 8 fibre Loose 9/125um OS2 antirodent LSZH int/ext CPRB2ca-s1a-d1-a1,Inventario,1002,1002,unchanged,16,0
0791256-12,Cavo 12 fibre LT 9/125UM OS2 LSZH B2CA,Inventario,1002,1002,unchanged,9,0
0791256-24,Cavo ottico 24 fibre Loose 9/125um OS2 antirodent LSZH int/ext CPR B2ca-s1a-d1-a1,Inventario,1002,1002,unchanged,17,0
07NXAH0000202,ADATTATORE HDMI F/CAVO DVI-DM,Inventario,3004,3004,unchanged,6,0
07NXAH0020201,ADATTATORE HDMI AM/CAVO DVI-DF,Inventario,3004,3004,unchanged,6,0
07NXAI0000202,ADATTATORE DVI-I/F - VGA/M,Inventario,3004,3004,unchanged,6,0
07NXAI0020201,ADATTATORE DVI M/ VGA F,Inventario,3004,3004,unchanged,5,0
07NXAS00UX201,ADATTATORE DA PS/2 A USB,Inventario,3004,3004,unchanged,6,0
07NXES0100201,CAVO ESATA DA 1 METRO,Inventario,3004,3004,unchanged,5,0
07NXHC01PG201,CAVO HDMI DA 1 MT,Inventario,3004,3004,unchanged,5,0
07NXHC02PG201,CAVO HDMI 1.3B Gold BLISTER - 2 MT,Inventario,3004,3004,unchanged,8,0
07NXPW02I2201,CAVO ALIMENTAZ. 2MT.ITALIANA,Inventario,3004,3004,unchanged,4,0
07NXPW02I2202,CAVO ALIMENTAZ. 2MT.C5 ITALIANA,Inventario,3004,3004,unchanged,5,0
07NXU202AM201,USB A/A MASCHIO/MASCHIO,Inventario,3004,3004,unchanged,5,0
07NXU202MA202,CAVO USB 2.0- 2MT. M/M A/B NERO,Inventario,3004,3004,unchanged,10,0
07NXU203MA202,CAVO USB 2.0- 3MT. M/M A/B NERO,Inventario,3004,3004,unchanged,10,0
07NXUD0200201,CAVO USB 2.0 2MT.A/MINIB PER FUJI,Inventario,3004,3004,unchanged,9,0
07NXUD02MB201,CAVO USB 2.0 2MT.A/MINIB,Inventario,3004,3004,unchanged,7,0
07NXVC02PR201,CAVO MONITOR 2MT.DDC3,Inventario,3004,3004,unchanged,4,0
07NXVC02PR202,CAVO S-VGA PREMIUM 2MT,Inventario,3004,3004,unchanged,5,0
0801-001,"Axis Q3708-PVE 180° multi-sensor, day/night fixed dome in an IK10 vandal-re",Inventario,2013,2013,unchanged,15,0
0802-001,"AXIS M3044-V Ultra-compact, indoor fixed mini dome",Inventario,2013,2013,unchanged,9,0
0804-001,AXIS M3045-V,Inventario,2013,2013,unchanged,3,0
0810-002,AXIS M1065-LW Network Camera,Inventario,2013,2013,unchanged,5,0
0810354023118,alimentatore PoE Ubiquiti 50V 60W,Inventario,3004,3004,unchanged,5,0
0811-001,AXIS M1065-L,Inventario,2013,2013,unchanged,3,0
0812-002,"AXIS M1045-LW wireless cube camera, d/n, 2.8 fixed lens",Inventario,2013,2013,unchanged,12,0
0821-001,AXIS A9161 NETWORK I/O RELAY MODULE,Inventario,2013,2013,unchanged,7,0
08300,"SUPP. PLASMA DA TERRA RADENTE INCLINAB. , ANTR.SAT",Inventario,4009,4009,unchanged,8,0
0831-001,AXIS A9188-VE,Inventario,2013,2013,unchanged,3,0
0832-002,"AXIS Companion Recorder. Surveillance graded hard disk, 2 TB",Inventario,2013,2013,unchanged,9,0
08406,Struttura Prisma P L650 P400,Inventario,17001,17001,unchanged,5,0
08536,orta trasp. IP30 L650 Prisma P,Inventario,17001,17001,unchanged,6,0
08566,Cornice supporto piastre frontali L650,Inventario,17001,17001,unchanged,5,0
08614,Supporto da soffitto per monitor fino a 75”,Inventario,4009,4009,unchanged,8,0
0866-001,"Axis M3104-LVE Day/night, compact mini dome in a vandal-",Inventario,2013,2013,unchanged,11,0
0871-001,AXIS A8105-E,Inventario,2013,2013,unchanged,3,0
08736,Pannello fondo IP30 L650 Prisma P,Inventario,17001,17001,unchanged,6,0
08750,2 pannelli lat.IP30 P400 Prisma P,Inventario,17001,17001,unchanged,7,0
088-00257,Teltonika - Compact din rail kit,Inventario,2006,2006,unchanged,5,0
0897-001,"HDTV 1080p resolution, day/night, fixed camera with CS-mount",Inventario,2013,2013,unchanged,10,0
08K0639,HD 80GB 2.5 IDE 5400RPM,Inventario,3004,3004,unchanged,6,0
08L.MSTD,8 prese MULTISTANDARD con interruttore luminoso protetto,Inventario,1006,1006,unchanged,7,0
09.MSTD,9 prese MULTISTANDARD,Inventario,1002,1002,unchanged,3,0
090.6803,"network isolator cat6 R&M, safeline network Isoltor type B-FDS",Inventario,1002,1002,unchanged,11,0
09057,Invideo Arakno Black - Staffa per proiettore,Inventario,4009,4009,unchanged,6,0
09058,"Arakno Standard - Supporto videoproiettore fino a 45kg, bian",Inventario,4009,4009,unchanged,8,0
0911-001,"Day/night, compact and outdoor-ready bullet style HDTV camer",Inventario,2013,2013,unchanged,10,0
0911-600,2 years extension of the warranty period,Non in inventario,2013,2013,unchanged,7,0
09262,"Prolunga M, bianca",Inventario,4009,4009,unchanged,3,0
09265,Prolunga 70-1200 mm per staffa Arakno,Inventario,3004,3004,unchanged,7,0
09269,Invideo tubo estensione 1200-1800 mm nero,Inventario,4009,4009,unchanged,7,0
0930-001,AXIS P5635-E MK II 50HZ PTZ camera with continues 360° pan,Inventario,2013,2013,unchanged,12,0
0933-002,Compact top performance HDTV PTZ for outdoor and INDOOR USE,Inventario,2013,2013,unchanged,10,0
0940-001,AXIS P1280-E 4MM 8.3 FPS,Inventario,2013,2013,unchanged,7,0
09505,Supporto ARAKNO per Videoproiettori fino a 20Kg,Inventario,4009,4009,unchanged,7,0
0954-001,DAY/NIGHT FIXED DOME WITH SUPPORT FOR WDR,Inventario,2013,2013,unchanged,8,0
0955-001,Day/night fixed dome with support for OptimizedIR with built,Inventario,2013,2013,unchanged,10,0
09560,"AMC iMIX 2 Mixer 2 zone, 4 mic/Line in con Prior., 2 AUX IN",Inventario,4009,4009,unchanged,15,0
0960-001,AXIS P1425-LE Mk II,Inventario,2013,2013,unchanged,5,0
0961-001,"AXIS P1405-LE MKII H264, d/n,2,8-10mm,aud, HDTV, PoE, IP66",Inventario,2013,2013,unchanged,14,0
0990-001,"AXIS - P3224-LV MKII Fixed Dome d/n 2,8-10VF",Inventario,2013,2013,unchanged,11,0
0991-001,"AXIS - P3224-LVE MKII Fixed Dome d/n 2, 8-10VF, HDTV, POE",Inventario,2013,2013,unchanged,13,0
09L.C13,9 prese IEC- C13 con interruttore luminoso PROTETTO,Inventario,3004,3004,unchanged,8,0
0A36322,THINKPAD USB 2.0 ETHERNET ADAPTER,Inventario,3004,3004,unchanged,6,0
0A36537,Cavi Displayport,Inventario,3004,3004,unchanged,2,0
0A65723,4 GB - SO DIMM a 204 pin - DDR3 - 1600 MHz,Inventario,3004,3004,unchanged,10,0
0B47465,65 W SLIM AC ADAPTER,Inventario,3004,3004,unchanged,5,0
"0FG16R3G1,5M","FG16OR16 3G1,50 GR M",Inventario,1002,1002,unchanged,5,0
0FG16R3G6B,FG16OR16 3G6 GR B,Inventario,1002,1002,unchanged,4,0
"0FS17-1X1,5ARM","FS17 450/750 1X1,50 AR MATASSA",Inventario,1002,1002,unchanged,7,0
"0FS17-1X1,5BIM","FS17 450/750V 1X1,50 BI MATASSA",Inventario,1002,1002,unchanged,7,0
"0FS17-1X1,5RAM","FS17 450/750V 1X1,50 RA MATASSA",Inventario,1002,1002,unchanged,7,0
"0FS17-1X2,5MAM","FS17 450/750V 1X2,50 MA MATASSA",Inventario,1002,1002,unchanged,7,0
0FS17-1X4BLM,FS17 450/750V 1X4 BL RAL5015 MAT.,Inventario,1002,1002,unchanged,7,0
0FS17-1X4GRM,FS17 450/750V 1X4 GR MATASSA,Inventario,1002,1002,unchanged,6,0
0FS17-1X4MAM,FS17 450/750V 1X4 MA MATASSA,Inventario,1002,1002,unchanged,6,0
0FS17-1X4NEM,FS17 450/750V 1X4 NE MATASSA,Inventario,1002,1002,unchanged,6,0
"0FS18-3G1,5M","FS18OR18 300/500V 3G 1,5 MARRONE",Inventario,1002,1002,unchanged,7,0
0H03VH2F2X075BM,h03vvh2-f 2x0.75 piatto bi m,Inventario,1002,1002,unchanged,7,0
"0H05VVF3G1,5BIB","H05VV-F 3G1,50",Inventario,1002,1002,unchanged,4,0
"0H05VVF3G1,5BIM","H05VV-F 3G1,5",Inventario,1002,1002,unchanged,4,0
"0H05VVF3G2,5BIM","H05VV-F 3G2,50 BI M",Inventario,1002,1002,unchanged,6,0
0H07RNF3G6B,H07RN-F 3 G 6 NERO,Inventario,1002,1002,unchanged,6,0
0H07RNF5G6B,H07RN-F 5 G 6 NERO,Inventario,17005,17005,unchanged,6,0
0J-0343,0J-0343,Inventario,1002,1002,unchanged,2,0
0J-0P6507AE,0j-0P6507AE,Inventario,1002,1002,unchanged,2,0
0J-MECS0213X1A,CABLE+CONNECTOR PER SONDA PR IP67 12m,Inventario,17001,17001,unchanged,7,0
0J-STSE1019X1A,TRASDUTTORE DI PRESSIONE SU CONDENSATORE ESTERNO,Inventario,17001,17001,unchanged,6,0
0J-STSE1117X1A,P. TRANSDUCER SPKT0011C0 0/10 barTRASDUTTORE DI PRESSIONE PIEZORESISTIVO,Inventario,17001,17001,unchanged,9,0
0J-XB6EAV3BP,0J-XB6EAV3BP,Inventario,1002,1002,unchanged,2,0
0M-G5TGOPT004,MGE G5000-5500 BACKFEED PROTECTION,Inventario,17001,17001,unchanged,5,0
0M-TMRAB002,TEMPERATURE MONITOR,Inventario,17001,17001,unchanged,2,0
0P2839SE,MODULO CRAC,Inventario,17001,17001,unchanged,2,0
1/4W1K,RESISTENZA 1/4W 1KOhm 5%,Inventario,1002,1002,unchanged,5,0
1/DPA20001/1,TELEFONO DECT DT292,Inventario,4002,4002,unchanged,3,0
1000-0000-0301,LIFESIZE DESKTOP - 5 SEAT,Inventario,4008,4008,unchanged,4,0
1000-0000-1124,LIFESIZE PASSPORT - MICPOD WITH CAMERA,Inventario,4008,4008,unchanged,5,0
1000-0000-1132,LIFSIZE EXPRESS 220 - MICPOD,Inventario,4008,4008,unchanged,4,0
10001059,Pallit Transpallet a pantografo manualeZAC-C da 1000 kg,Inventario,99001,99001,unchanged,9,0
1000-2100-0301,LIFESIZE DESKTOP - 5 SEAT,Inventario,4008,4008,unchanged,4,0
1000-2100-1124,LIFESIZE PASSPORT - ASS MAINTENANCE SERVICES ( 1 YR),Inventario,4008,4008,unchanged,7,0
1000-2100-1132,LIFESIZE EXPRESS 220 - ASS MAINTENANCE SERVICE (1 YR),Inventario,4008,4008,unchanged,8,0
100035,copriforo gewiss,Inventario,1002,1002,unchanged,2,0
1001-CSA,CSA - contatto alta sicurezza,Inventario,2014,2014,unchanged,4,0
1003-N,CONT MAGN Alta Sicurezza,Inventario,2014,2014,unchanged,4,0
100-505130,FIREMV 2400 PCI 128MB QUAD DVI,Inventario,3004,3004,unchanged,6,0
10061110,D914S Impact Tool With Eversharp 110 Blade,Inventario,3004,3004,unchanged,7,0
1006-CCOAP3800,"Right-Angle Wi-Fi Access Point Wall Bracket for Cisco 1830,",Inventario,2006,2006,unchanged,11,0
1006-COAP9120,Right-Angle Wi-Fi Access Point Wall Bracket for Cisco 9120 Series APs,Inventario,2006,2006,unchanged,13,0
1007-COAP9120,"RIGHT-ANGLE WI-FI ACCESSPOINT WALL BRACKET, SPRING-ACCESS POINT TRIM",Inventario,2006,2006,unchanged,11,0
100-91410000-60,JABRA ELITE 3,Inventario,4009,4009,unchanged,3,0
100-98510000-99,Jabra Evolve 75 Wireless Cuffie Stereo,Inventario,4009,4009,unchanged,6,0
1021-N,CONTATTO ALTA SICUREZZA IP65 ANTISTRAPPO,Inventario,2014,2014,unchanged,5,0
102MCE-SC-15,10/100BASETX TO 100BASEFX MEDIA CONVERTER (SC CONNECTOR),Inventario,2006,2006,unchanged,8,0
10-301-32-AX,Speed Sign 2x230 (mount clamp bracket for 60 mm pole included),Inventario,2013,2013,unchanged,11,0
103554,Thon Rack Cassetto 2he,Inventario,1006,1006,unchanged,4,0
103801247,110C-4 PK10,Inventario,1001,1001,unchanged,3,0
103801254,110C-5 PK10,Inventario,1001,1001,unchanged,3,0
103895504,188UT1-50 STRISCE PK6,Inventario,1001,1001,unchanged,4,0
103895538,400E,Inventario,1001,1001,unchanged,1,0
10399356,NUC 14 Pro,Inventario,4009,4009,unchanged,3,0
10413,Microfono da sospensione array,Inventario,4007,4007,unchanged,4,0
10463,Adattatore VESA 400 – 400,Inventario,4009,4009,unchanged,4,0
104942,K&M 210/9 Black - Asta microfonica alta con braccio estensibile,Inventario,4009,4009,unchanged,11,0
1051252-02,Bretella ottica SC-SC 50/125um Duplex LSZH L. 2 mt,Inventario,1002,1002,unchanged,11,0
1051252-05,Bretella duplex SC/SC OM2 da 5 metri,Inventario,1002,1002,unchanged,8,0
1051253-01,Bretella ottica SC-SC 50/125um OM3 Duplex LSZH L. 1 mt,Inventario,1002,1002,unchanged,12,0
1051253-02,BRETELLA OTTICA DUPLEX 50/125 OM3 SC/SC LSZH 2 MT,Inventario,1002,1002,unchanged,11,0
1051253-03,Bretella ottica SC-SC 50/125um OM3 Duplex LSZH L. 3 mt,Inventario,1002,1002,unchanged,12,0
1051253-05,BRETELLA NETLEO 50/125 OM3 SC/SC DA 5 MT,Inventario,1002,1002,unchanged,10,0
1051254-01,Bretella ottica SC-SC 50/125um OM4 Duplex LSZH L. 1 mt,Inventario,1002,1002,unchanged,12,0
1051254-02,Bretella ottica SC-SC 50/125um OM4 Duplex LSZH L. 2 mt,Inventario,1002,1002,unchanged,12,0
1051254-03,Bretella ottica SC-SC 50/125um OM4 Duplex LSZH L. 3 mt,Inventario,1002,1002,unchanged,12,0
1051254-05,Bretella ottica SC-SC 50/125um OM4 Duplex LSZH L. 5 mt,Inventario,1002,1002,unchanged,12,0
1051254-10,Bretella ottica SC-SC 50/125um OM4 Duplex LSZH L. 10 mt,Inventario,1002,1002,unchanged,12,0
105164,Neutrik NC3 FD-L1,Inventario,4009,4009,unchanged,4,0
105167,Neutrik NC3 MD-L1,Inventario,4009,4009,unchanged,4,0
105254,Neutrik DBA Blanking Plate,Inventario,4009,4009,unchanged,4,0
105307177,*** OBSOLETO *** 400K,Inventario,1001,1001,unchanged,2,0
10557,"SUPP. PLASMA DA PARETE FISSO, ""UNIVERSAL"" ANTR.SAT",Inventario,4009,4009,unchanged,8,0
105FXE-SC-15,Red Lion N-Tron 105FXE-SC-15 ETH. SWITCH,Inventario,2006,2006,unchanged,9,0
106824469,1010 100 R1000,Inventario,1001,1001,unchanged,3,0
106B,STATIVO IN ALLUMINIO MINI PRO - ALT. MAX 240 CM - NERO,Inventario,3004,3004,unchanged,10,0
107059909,110DW2-100 PERMUTATORE AVAYA 100 CP SENZA GAMBE COMPLETO,Inventario,1001,1001,unchanged,9,0
107067860,M20AP-246 IVORY - PK 100,Inventario,1001,1001,unchanged,5,0
107067928,M20AP-262 BIANCO - PK100,Inventario,1001,1001,unchanged,4,0
107344,Thon Rack Panel 1U BLANK,Inventario,4009,4009,unchanged,5,0
107351,Thon Rack Drawer 2U Lockable,Inventario,4009,4009,unchanged,5,0
107573545,3061/3 W1000 WH,Inventario,1001,1001,unchanged,4,0
107733255,*** USARE *** CPC8862-03F007,Inventario,1001,1001,unchanged,3,0
107733347,110P4CAT5-5FT PK10,Inventario,1001,1001,unchanged,3,0
107755316,FL2EP-SC-04,Inventario,1001,1001,unchanged,3,0
107831141,110B3 GOLA 100 AVAYA SENZA GAMBE,Inventario,1001,1001,unchanged,6,0
107859126,119P2CAT5F-5FT PK 10,Inventario,1001,1001,unchanged,4,0
107984007,M101SMB-B-246,Inventario,1001,1001,unchanged,3,0
107984049,M102SMB-B-246,Inventario,1001,1001,unchanged,3,0
108062043,788H1,Inventario,1001,1001,unchanged,1,0
108086646,C0450A ADATTATORE AVAYA LIVING INTERNATIONAL X PRESA AVAYA,Inventario,1001,1001,unchanged,8,0
108168469,M12L-262,Inventario,1001,1001,unchanged,2,0
108168477,M12L-246 FACE PLATE AVAYA 2 POSIZIONI AVORIO,Inventario,1001,1001,unchanged,8,0
108168501,M13L-262,Inventario,1001,1001,unchanged,2,0
108168519,M13L-246,Inventario,1001,1001,unchanged,2,0
108168550,M14L-246 FACE PLATE AVAYA 4 POSIZIONI AVORIO,Inventario,1001,1001,unchanged,8,0
108232737,MPS100E-246 MODULAR JACK AVAYA RJ45 POWERSUM AVORIO,Inventario,1001,1001,unchanged,8,0
108587445,"119P2CAT5-7FT PK10 Patch 110-RJ45 1 cp (pin 4,5) Cat 5E 7FT",Inventario,1001,1001,unchanged,14,0
108622895,BUSSOLA SC DUPLEX - MM LAZRSPEED,Inventario,1001,1001,unchanged,5,0
108672860435,Contratto 108672860435 da 13/02/2021 al 31/12/2021,Non in inventario,3005,3005,unchanged,10,0
109 / 219 - QIT-A,Q. Sezione IT Rete A,Inventario,17001,17001,unchanged,5,0
1091252-01,BRETELLA OTTICA SC-SC 9/125um Duplex LSZH L. 1 MT,Inventario,1002,1002,unchanged,11,0
1091252-02,Bretella ottica SC-SC 9/125um Duplex LSZH L. 2 mt,Inventario,1002,1002,unchanged,11,0
1091252-03,BRETELLA OTTICA SC-SC 9/125 OS1 DUPLEX LSZH MT.3,Inventario,1002,1002,unchanged,11,0
1091252-05,BRETELLA OTTICA SC-SC 9/125 DUPLEX LSZH MT. 5,Inventario,1002,1002,unchanged,10,0
1091252-10,Bretella ottica SC-SC 9/125um Duplex LSZH L. 10 mt,Inventario,1002,1002,unchanged,11,0
1091252-20,Bretella SC-SC 9/125 OS2 Duplex LSZH MT 20,Inventario,1002,1002,unchanged,10,0
10915-M1-23,ESSENTIAL 12 MONTHS RENEWAL FOR NETBACKUP PLATFORM BASE COMP,Inventario,3032,3032,unchanged,9,0
10A06-1,Espansione con 16 zone - per controller Omni Iie / Omni Pro,Inventario,24001,24001,unchanged,10,0
10DR0038IX,Lenovo ThinkCentre E73,Inventario,3004,3004,unchanged,3,0
10DS0007IX,Lenovo E73 10DS,Inventario,3004,3004,unchanged,3,0
10GXE03B,10GX Cat 6A+ CABLE U/FTP LSZH 4 PAIR AWG 23 CPR B2CA,Inventario,1002,1002,unchanged,13,0
